EmployeeNumber,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,StandardHours,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
983,38,Sales,10,3,Technical Degree,Female,Sales Executive,2,Single,5666,19899,1,1,80,0,6,5,3,1,3
984,35,Sales,3,4,Life Sciences,Male,Sales Executive,3,Divorced,7823,6812,6,1,80,1,12,10,9,0,8
985,39,Sales,2,5,Life Sciences,Male,Sales Executive,3,Single,7880,2560,0,1,80,0,9,8,7,0,7
986,40,Sales,24,3,Life Sciences,Female,Sales Executive,4,Single,13194,17071,4,1,80,0,22,1,0,0,0
987,47,Research & Development,16,4,Medical,Male,Manufacturing Director,2,Divorced,5067,6759,1,1,80,0,20,19,10,2,7
990,36,Sales,8,4,Technical Degree,Male,Sales Executive,2,Divorced,5079,25952,4,1,80,2,12,7,7,0,7
991,31,Research & Development,9,2,Medical,Male,Research Scientist,1,Single,2321,10322,0,1,80,0,4,3,2,1,2
992,33,Sales,17,3,Life Sciences,Male,Manager,4,Single,17444,20489,1,1,80,0,10,10,8,6,0
994,29,Research & Development,10,3,Life Sciences,Female,Research Scientist,1,Single,2404,11479,6,1,80,0,3,0,0,0,0
995,33,Research & Development,13,1,Life Sciences,Female,Research Scientist,1,Single,3452,17241,3,1,80,0,5,3,2,0,2
996,45,Research & Development,1,4,Medical,Female,Laboratory Technician,1,Divorced,2270,11005,3,1,80,2,8,5,3,0,2
997,50,Research & Development,1,2,Medical,Male,Research Director,4,Divorced,17399,6615,9,1,80,1,32,5,4,1,3
998,33,Research & Development,1,4,Other,Female,Healthcare Representative,2,Married,5488,20161,1,1,80,1,6,6,5,1,2
999,41,Research & Development,9,3,Medical,Male,Research Director,5,Divorced,19419,3735,2,1,80,1,21,18,16,0,11
1001,27,Research & Development,16,4,Technical Degree,Female,Laboratory Technician,1,Married,2811,12086,9,1,80,1,4,2,2,2,2
1002,45,Research & Development,23,2,Life Sciences,Male,Laboratory Technician,2,Married,3633,14039,1,1,80,1,9,9,8,0,8
1003,47,Sales,4,2,Life Sciences,Female,Sales Executive,2,Single,4163,8571,1,1,80,0,9,9,0,0,7
1004,30,Research & Development,22,3,Life Sciences,Female,Research Scientist,1,Married,2132,11539,4,1,80,0,7,5,2,0,1
1005,50,Research & Development,24,3,Life Sciences,Male,Manufacturing Director,4,Married,13973,4161,3,1,80,1,22,12,11,1,5
1006,38,Research & Development,10,1,Medical,Male,Research Scientist,1,Married,2684,12127,0,1,80,1,3,2,1,0,2
1007,46,Research & Development,7,2,Medical,Male,Manufacturing Director,3,Divorced,10845,24208,6,1,80,1,13,8,7,0,7
1009,24,Research & Development,17,1,Medical,Female,Manufacturing Director,2,Divorced,4377,24117,1,1,80,2,5,4,2,3,2
1010,35,Research & Development,14,4,Other,Male,Laboratory Technician,1,Divorced,3743,10074,1,1,80,1,5,4,2,0,2
1011,31,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,2,Married,4148,11275,1,1,80,1,4,4,3,0,3
1012,18,Research & Development,5,2,Life Sciences,Male,Research Scientist,1,Single,1051,13493,1,1,80,0,0,0,0,0,0
1013,54,Research & Development,17,3,Technical Degree,Female,Manufacturing Director,3,Married,10739,13943,8,1,80,1,22,10,7,0,8
1014,35,Research & Development,25,4,Medical,Female,Healthcare Representative,3,Divorced,10388,6975,1,1,80,1,16,16,10,10,1
1015,30,Research & Development,8,2,Life Sciences,Female,Research Director,3,Married,11416,17802,0,1,80,3,9,8,7,1,7
1016,20,Research & Development,11,3,Medical,Female,Research Scientist,1,Single,2600,18275,1,1,80,0,1,1,0,0,0
1017,30,Research & Development,5,3,Medical,Female,Laboratory Technician,1,Single,2422,25725,0,1,80,0,4,3,2,1,2
1018,26,Research & Development,2,2,Medical,Male,Manufacturing Director,2,Married,5472,3334,1,1,80,0,8,8,7,1,3
1019,22,Research & Development,8,1,Life Sciences,Male,Laboratory Technician,1,Married,2451,6881,1,1,80,1,4,4,3,1,1
1022,48,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,2,Single,4240,13119,2,1,80,0,19,2,2,2,2
1024,48,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Single,10999,22245,7,1,80,0,27,15,11,4,8
1025,41,Research & Development,7,2,Medical,Female,Manufacturing Director,2,Single,5003,23371,6,1,80,0,8,2,2,2,1
1026,39,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,4,Married,12742,7060,1,1,80,1,21,21,6,11,8
1027,27,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,2,Married,4227,4658,0,1,80,1,4,3,2,2,2
1028,35,Research & Development,10,3,Other,Male,Laboratory Technician,1,Divorced,3917,9541,1,1,80,1,3,3,2,1,2
1029,42,Sales,5,2,Marketing,Male,Manager,5,Married,18303,7770,6,1,80,0,21,1,0,0,0
1030,50,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,1,Married,2380,20165,4,1,80,0,8,1,0,0,0
1032,59,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,4,Single,13726,21829,3,1,80,0,30,5,3,4,3
1033,37,Research & Development,11,2,Medical,Female,Healthcare Representative,2,Married,4777,14382,5,1,80,0,15,1,0,0,0
1034,55,Research & Development,18,4,Medical,Male,Healthcare Representative,2,Married,6385,12992,3,1,80,2,17,8,7,6,7
1035,41,Research & Development,7,1,Life Sciences,Female,Research Director,5,Divorced,19973,20284,1,1,80,2,21,21,16,5,10
1036,38,Sales,3,4,Life Sciences,Male,Sales Executive,2,Single,6861,4981,8,1,80,0,19,1,0,0,0
1037,26,Sales,29,2,Medical,Male,Sales Executive,2,Single,4969,21813,8,1,80,0,7,2,2,2,2
1038,52,Sales,2,1,Marketing,Female,Manager,5,Married,19845,25846,1,1,80,1,33,32,14,6,9
1039,44,Sales,28,3,Medical,Female,Sales Executive,4,Married,13320,11737,3,1,80,1,23,12,11,11,11
1040,50,Sales,1,3,Life Sciences,Female,Sales Executive,2,Married,6347,24920,0,1,80,1,19,18,7,0,13
1042,36,Research & Development,16,4,Life Sciences,Female,Laboratory Technician,1,Single,2743,8269,1,1,80,0,18,17,13,15,14
1043,39,Research & Development,22,3,Medical,Female,Manufacturing Director,3,Single,10880,5083,1,1,80,0,21,21,6,2,8
1044,33,Sales,8,1,Life Sciences,Female,Sales Representative,1,Single,2342,21437,0,1,80,0,3,2,2,2,2
1045,45,Sales,11,2,Life Sciences,Female,Manager,4,Married,17650,5404,3,1,80,1,26,9,3,1,1
1046,32,Research & Development,29,4,Medical,Female,Laboratory Technician,1,Single,4025,11135,9,1,80,0,10,8,7,7,7
1047,34,Sales,1,4,Marketing,Male,Sales Executive,2,Divorced,9725,12278,0,1,80,1,16,15,1,0,9
1048,59,Sales,1,2,Technical Degree,Male,Manager,3,Married,11904,11038,3,1,80,1,14,6,4,0,4
1049,45,Human Resources,24,4,Medical,Male,Human Resources,1,Single,2177,8318,1,1,80,0,6,6,3,0,4
1050,53,Sales,2,3,Marketing,Female,Sales Executive,3,Married,7525,23537,2,1,80,1,30,15,7,6,12
1052,36,Research & Development,15,3,Other,Male,Laboratory Technician,2,Divorced,4834,7858,7,1,80,1,9,1,0,0,0
1053,26,Research & Development,2,3,Life Sciences,Male,Research Scientist,1,Married,2042,15346,6,1,80,1,6,3,2,1,2
1055,34,Sales,10,4,Life Sciences,Female,Sales Representative,1,Married,2220,18410,1,1,80,1,1,1,1,0,0
1056,28,Sales,10,1,Medical,Male,Sales Representative,1,Married,1052,23384,1,1,80,0,1,1,0,0,0
1060,38,Research & Development,3,4,Other,Male,Research Scientist,1,Married,2821,2997,3,1,80,1,8,2,2,2,2
1061,50,Research & Development,2,4,Medical,Male,Research Director,5,Married,19237,12853,2,1,80,1,29,8,1,7,7
1062,37,Research & Development,3,3,Other,Female,Healthcare Representative,2,Single,4107,13848,3,1,80,0,8,4,3,0,1
1066,40,Sales,26,3,Marketing,Male,Sales Executive,2,Married,8396,22217,1,1,80,1,8,7,7,7,5
1068,26,Research & Development,1,1,Medical,Female,Research Scientist,1,Divorced,2007,25265,1,1,80,2,5,5,3,1,3
1069,46,Research & Development,1,4,Medical,Male,Research Director,5,Divorced,19627,21445,9,1,80,2,23,2,2,2,2
1070,54,Sales,2,4,Life Sciences,Female,Sales Executive,3,Married,10686,8392,6,1,80,1,13,9,4,7,0
1071,56,Research & Development,9,3,Medical,Female,Research Scientist,1,Married,2942,12154,2,1,80,1,18,5,4,0,3
1073,36,Research & Development,12,5,Medical,Female,Manufacturing Director,3,Single,8858,15669,0,1,80,0,15,14,8,7,8
1074,55,Research & Development,2,1,Medical,Male,Manager,4,Single,16756,17323,7,1,80,0,31,9,7,6,2
1076,43,Sales,25,3,Medical,Male,Sales Executive,3,Divorced,10798,5268,5,1,80,1,18,1,0,0,0
1077,20,Sales,9,3,Marketing,Female,Sales Representative,1,Single,2323,17205,1,1,80,0,2,2,2,0,2
1079,21,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,1,Single,1416,17258,1,1,80,0,1,1,0,1,0
1080,46,Research & Development,8,4,Life Sciences,Female,Research Scientist,2,Divorced,4615,21029,8,1,80,3,19,16,13,1,7
1081,51,Research & Development,4,4,Life Sciences,Male,Research Scientist,1,Married,2461,10332,9,1,80,3,18,10,0,2,7
1082,28,Research & Development,24,2,Technical Degree,Male,Healthcare Representative,3,Single,8722,12355,1,1,80,0,10,10,7,1,9
1083,26,Research & Development,1,2,Medical,Male,Laboratory Technician,1,Married,3955,11141,1,1,80,2,6,5,3,1,3
1084,30,Research & Development,20,3,Other,Male,Manufacturing Director,2,Married,9957,9096,0,1,80,1,7,6,2,0,2
1085,41,Research & Development,7,2,Technical Degree,Female,Research Scientist,1,Married,3376,18863,1,1,80,0,10,10,6,0,8
1088,38,Research & Development,17,1,Life Sciences,Female,Healthcare Representative,3,Married,8823,24608,0,1,80,1,20,19,9,1,9
1092,40,Research & Development,20,4,Technical Degree,Male,Healthcare Representative,3,Married,10322,26542,4,1,80,1,14,11,10,11,1
1094,27,Research & Development,8,5,Life Sciences,Male,Laboratory Technician,1,Married,4621,5869,1,1,80,3,3,3,2,1,2
1096,55,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,3,Married,10976,15813,3,1,80,1,23,3,2,1,2
1097,28,Research & Development,10,3,Other,Female,Research Scientist,2,Single,3660,7909,3,1,80,0,10,8,7,1,7
1098,44,Human Resources,1,2,Medical,Male,Human Resources,3,Married,10482,2326,9,1,80,1,24,20,6,3,6
1099,33,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,3,Divorced,7119,21214,4,1,80,1,9,3,2,1,2
1100,35,Sales,4,3,Technical Degree,Male,Sales Executive,3,Single,9582,10333,0,1,80,0,9,8,7,4,7
1101,33,Research & Development,29,4,Medical,Female,Research Scientist,2,Single,4508,3129,1,1,80,0,14,13,7,3,8
1102,28,Research & Development,15,2,Life Sciences,Male,Laboratory Technician,1,Divorced,2207,22482,1,1,80,1,4,4,2,2,2
1103,34,Research & Development,3,1,Life Sciences,Male,Healthcare Representative,2,Single,7756,22266,0,1,80,0,7,6,2,0,4
1105,37,Sales,10,4,Life Sciences,Female,Sales Executive,2,Divorced,6694,24223,2,1,80,3,8,1,0,0,0
1106,25,Research & Development,4,1,Technical Degree,Male,Laboratory Technician,1,Married,3691,4605,1,1,80,1,7,7,7,5,6
1107,26,Research & Development,21,3,Medical,Male,Laboratory Technician,1,Divorced,2377,19373,1,1,80,1,1,1,1,0,0
1108,33,Research & Development,25,3,Medical,Male,Research Scientist,1,Single,2313,2993,4,1,80,0,5,2,2,2,2
1109,42,Research & Development,2,2,Medical,Male,Manager,4,Married,17665,14399,0,1,80,1,23,22,6,13,7
1111,28,Research & Development,1,3,Medical,Male,Laboratory Technician,1,Divorced,2596,7160,1,1,80,2,1,1,0,0,0
1113,50,Sales,1,4,Other,Male,Sales Executive,2,Single,4728,17251,3,1,80,0,5,0,0,0,0
1114,33,Sales,7,3,Life Sciences,Female,Sales Executive,2,Married,4302,13401,0,1,80,1,4,3,2,0,2
1115,34,Research & Development,3,4,Life Sciences,Male,Research Scientist,1,Married,2979,22478,3,1,80,3,6,0,0,0,0
1116,48,Research & Development,1,4,Medical,Male,Manager,4,Single,16885,16154,2,1,80,0,27,5,4,2,1
1117,45,Sales,9,4,Life Sciences,Female,Sales Executive,2,Married,5593,17970,1,1,80,1,15,15,10,4,12
1118,52,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,3,Single,10445,15322,7,1,80,0,18,8,6,4,0
1119,38,Sales,10,4,Marketing,Male,Sales Executive,3,Divorced,8740,5569,0,1,80,2,9,8,7,2,7
1120,29,Research & Development,28,4,Life Sciences,Female,Research Scientist,1,Divorced,2514,26968,4,1,80,1,11,7,5,1,7
1121,28,Research & Development,3,3,Medical,Female,Manufacturing Director,3,Divorced,7655,8039,0,1,80,3,10,9,7,1,7
1124,46,Sales,3,1,Marketing,Male,Manager,4,Married,17465,15596,3,1,80,1,23,12,9,4,9
1125,38,Sales,2,2,Marketing,Male,Sales Executive,3,Single,7351,20619,7,1,80,0,10,1,0,0,0
1126,43,Research & Development,27,3,Life Sciences,Female,Manufacturing Director,3,Married,10820,11535,8,1,80,1,18,8,7,0,1
1127,39,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Divorced,12169,13547,7,1,80,3,21,18,7,11,5
1128,40,Research & Development,14,3,Medical,Male,Research Director,5,Single,19626,17544,1,1,80,0,21,20,7,4,9
1131,21,Research & Development,1,1,Technical Degree,Female,Research Scientist,1,Single,2070,25326,1,1,80,0,2,2,2,2,2
1132,39,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Single,6782,8770,9,1,80,0,9,5,4,0,3
1133,36,Research & Development,18,4,Life Sciences,Male,Manufacturing Director,2,Single,7779,23238,2,1,80,0,18,11,9,0,9
1135,31,Sales,20,3,Life Sciences,Male,Sales Representative,1,Married,2791,21981,0,1,80,1,3,2,2,2,2
1136,28,Research & Development,2,1,Life Sciences,Male,Research Scientist,1,Married,3201,19911,0,1,80,0,6,5,3,0,4
1137,35,Sales,11,2,Marketing,Male,Sales Executive,2,Divorced,4968,18500,1,1,80,1,5,5,2,0,2
1138,49,Sales,8,4,Technical Degree,Male,Sales Executive,4,Married,13120,11879,6,1,80,1,22,9,8,2,3
1140,34,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,2,Single,4033,15834,2,1,80,0,5,3,2,0,2
1143,29,Research & Development,10,3,Life Sciences,Female,Research Scientist,1,Divorced,3291,17940,0,1,80,2,8,7,5,1,1
1148,42,Research & Development,29,3,Medical,Male,Laboratory Technician,2,Single,4272,9558,4,1,80,0,16,1,0,0,0
1150,29,Research & Development,8,1,Medical,Male,Manufacturing Director,2,Married,5056,17689,1,1,80,1,10,10,7,1,2
1152,38,Human Resources,1,3,Human Resources,Male,Human Resources,1,Married,2844,6004,1,1,80,1,7,7,6,5,0
1154,28,Research & Development,6,3,Life Sciences,Male,Research Scientist,1,Divorced,2703,22088,1,1,80,1,3,3,1,0,2
1156,18,Research & Development,8,1,Medical,Male,Laboratory Technician,1,Single,1904,13556,1,1,80,0,0,0,0,0,0
1157,33,Sales,9,4,Marketing,Female,Sales Executive,2,Single,8224,18385,0,1,80,0,6,5,2,0,3
1158,41,Research & Development,12,4,Life Sciences,Male,Laboratory Technician,1,Married,4766,9051,3,1,80,1,6,1,0,0,0
1160,31,Research & Development,15,3,Medical,Male,Laboratory Technician,1,Married,2610,6233,1,1,80,1,2,2,2,2,2
1161,37,Research & Development,25,2,Medical,Female,Healthcare Representative,2,Divorced,5731,17171,7,1,80,2,9,6,2,1,3
1162,27,Research & Development,6,3,Life Sciences,Male,Research Scientist,1,Married,2539,7950,1,1,80,1,4,4,2,2,2
1163,34,Sales,9,1,Life Sciences,Female,Sales Executive,2,Married,5714,5829,1,1,80,0,6,6,5,1,3
1164,35,Human Resources,8,4,Technical Degree,Male,Human Resources,1,Single,4323,7108,1,1,80,0,6,5,4,1,4
1165,29,Sales,23,1,Life Sciences,Female,Sales Executive,3,Married,7336,11162,1,1,80,1,11,11,8,3,10
1166,40,Research & Development,9,4,Medical,Female,Research Director,3,Single,13499,13782,9,1,80,0,20,18,7,2,13
1167,42,Sales,12,3,Life Sciences,Male,Sales Executive,4,Single,13758,2447,0,1,80,0,22,21,9,13,14
1171,42,Sales,4,4,Marketing,Male,Sales Executive,2,Single,5155,2253,7,1,80,0,9,6,4,1,5
1172,35,Research & Development,1,4,Medical,Male,Laboratory Technician,1,Married,2258,16340,6,1,80,1,10,8,0,1,7
1173,24,Research & Development,24,3,Medical,Male,Laboratory Technician,1,Single,3597,6409,8,1,80,0,6,4,3,1,2
1175,28,Research & Development,12,1,Life Sciences,Female,Laboratory Technician,1,Married,2515,22955,1,1,80,0,1,1,1,0,0
1177,26,Research & Development,3,4,Medical,Male,Laboratory Technician,1,Married,4420,13421,1,1,80,1,8,8,7,0,7
1179,30,Sales,10,3,Marketing,Male,Sales Executive,2,Married,6578,2706,1,1,80,1,10,10,3,1,4
1180,40,Research & Development,26,2,Medical,Female,Research Scientist,2,Married,4422,21203,3,1,80,1,16,1,1,0,0
1182,35,Research & Development,2,3,Life Sciences,Male,Manufacturing Director,3,Divorced,10274,19588,2,1,80,1,15,7,7,6,4
1184,34,Research & Development,1,3,Medical,Male,Healthcare Representative,2,Single,5343,25755,0,1,80,0,14,13,9,4,9
1185,35,Research & Development,4,4,Other,Male,Laboratory Technician,1,Married,2376,26537,1,1,80,1,2,2,2,2,2
1188,43,Sales,9,3,Marketing,Female,Sales Executive,2,Single,5346,9489,8,1,80,0,7,4,3,1,3
1190,32,Sales,2,1,Life Sciences,Female,Sales Representative,1,Divorced,2827,14947,1,1,80,3,1,1,0,0,0
1191,56,Research & Development,4,4,Technical Degree,Female,Manager,5,Divorced,19943,18575,4,1,80,1,28,5,2,4,2
1192,29,Research & Development,6,1,Medical,Female,Laboratory Technician,1,Married,3131,26342,1,1,80,1,10,10,8,0,8
1193,19,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Single,2552,7172,1,1,80,0,1,1,1,0,0
1195,45,Research & Development,7,3,Medical,Female,Research Scientist,1,Married,4477,20100,4,1,80,1,7,3,2,0,2
1196,37,Research & Development,1,3,Life Sciences,Female,Manufacturing Director,2,Married,6474,9961,1,1,80,1,14,14,8,3,11
1198,20,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,1,Single,3033,12828,1,1,80,0,2,2,2,1,2
1200,44,Research & Development,10,4,Life Sciences,Male,Research Scientist,1,Single,2936,10826,1,1,80,0,6,6,4,0,2
1201,53,Research & Development,7,2,Medical,Female,Manager,5,Divorced,18606,18640,3,1,80,1,26,7,7,4,7
1202,29,Research & Development,15,1,Life Sciences,Female,Research Scientist,1,Married,2168,26933,0,1,80,1,6,5,4,1,3
1203,22,Research & Development,3,4,Life Sciences,Male,Research Scientist,1,Married,2853,4223,0,1,80,1,1,0,0,0,0
1204,46,Sales,2,3,Marketing,Female,Manager,4,Married,17048,24097,8,1,80,0,28,26,15,15,9
1206,44,Research & Development,17,3,Life Sciences,Male,Research Scientist,1,Single,2290,4279,2,1,80,0,6,0,0,0,0
1207,33,Human Resources,2,3,Human Resources,Male,Human Resources,1,Married,3600,8429,1,1,80,1,5,5,4,1,4
1210,41,Research & Development,5,2,Life Sciences,Male,Research Scientist,1,Divorced,2107,20293,6,1,80,1,5,1,0,0,0
1211,30,Sales,29,4,Life Sciences,Male,Sales Executive,2,Divorced,4115,13192,8,1,80,3,8,4,3,0,3
1212,40,Sales,2,4,Medical,Male,Sales Executive,2,Married,4327,25440,5,1,80,3,5,0,0,0,0
1215,50,Research & Development,2,3,Medical,Female,Manager,4,Married,17856,9490,2,1,80,1,32,2,2,2,2
1216,28,Research & Development,19,4,Medical,Male,Laboratory Technician,1,Married,3196,12449,1,1,80,3,6,6,5,3,3
1217,46,Research & Development,15,2,Life Sciences,Male,Research Director,5,Married,19081,10849,5,1,80,1,25,4,2,0,3
1218,35,Sales,17,4,Life Sciences,Male,Sales Executive,2,Married,8966,21026,3,1,80,3,15,7,7,1,7
1219,24,Research & Development,17,2,Life Sciences,Female,Laboratory Technician,1,Married,2210,3372,1,1,80,1,1,1,0,0,0
1220,33,Sales,25,3,Medical,Female,Sales Executive,2,Married,4539,4905,1,1,80,1,10,10,7,0,1
1221,36,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,1,Divorced,2741,6865,1,1,80,1,7,7,7,1,7
1224,30,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,2,Divorced,3491,11309,1,1,80,3,10,10,7,8,9
1225,44,Research & Development,29,4,Other,Male,Research Scientist,2,Single,4541,7744,1,1,80,0,20,20,11,13,17
1226,20,Sales,21,3,Marketing,Male,Sales Representative,1,Single,2678,5050,1,1,80,0,2,2,1,2,2
1228,46,Research & Development,2,4,Technical Degree,Male,Manufacturing Director,2,Divorced,7379,17433,2,1,80,1,12,6,3,1,4
1231,42,Human Resources,2,5,Medical,Male,Human Resources,2,Married,6272,12858,7,1,80,1,10,4,3,0,3
1233,60,Sales,7,4,Marketing,Male,Sales Executive,2,Divorced,5220,10893,0,1,80,1,12,11,7,1,9
1234,32,Research & Development,13,3,Other,Female,Laboratory Technician,1,Married,2743,7331,1,1,80,1,2,2,2,2,2
1235,32,Research & Development,2,2,Life Sciences,Female,Research Scientist,2,Single,4998,2338,4,1,80,0,10,8,7,0,7
1237,36,Research & Development,1,3,Technical Degree,Female,Manufacturing Director,3,Divorced,10252,4235,2,1,80,1,17,7,7,7,7
1238,33,Research & Development,9,3,Medical,Male,Research Scientist,1,Married,2781,6311,0,1,80,1,15,14,10,4,10
1239,40,Sales,10,3,Technical Degree,Female,Sales Executive,2,Divorced,6852,11591,7,1,80,1,7,5,1,1,3
1240,25,Sales,10,4,Life Sciences,Male,Sales Executive,2,Single,4950,20623,0,1,80,0,5,4,3,1,1
1241,30,Research & Development,1,3,Medical,Male,Research Scientist,1,Married,3579,9369,0,1,80,1,12,11,9,5,7
1242,42,Research & Development,26,5,Medical,Female,Research Director,3,Married,13191,23281,3,1,80,0,20,1,0,0,0
1243,35,Sales,8,2,Marketing,Female,Sales Executive,3,Married,10377,13755,4,1,80,1,16,13,2,4,12
1244,27,Research & Development,14,3,Life Sciences,Male,Research Scientist,1,Married,2235,14377,1,1,80,2,9,9,7,6,8
1245,54,Research & Development,1,4,Life Sciences,Female,Manufacturing Director,3,Divorced,10502,9659,7,1,80,1,33,5,4,1,4
1246,44,Research & Development,2,1,Life Sciences,Female,Research Scientist,1,Married,2011,19982,1,1,80,1,10,10,5,7,7
1248,19,Research & Development,10,3,Medical,Female,Research Scientist,1,Single,1859,6148,1,1,80,0,1,1,1,0,0
1249,29,Research & Development,1,3,Life Sciences,Female,Research Scientist,1,Divorced,3760,5598,1,1,80,3,3,3,2,1,2
1250,54,Research & Development,3,3,Life Sciences,Male,Research Director,4,Married,17779,23474,3,1,80,0,36,10,9,0,9
1251,31,Research & Development,11,2,Medical,Male,Healthcare Representative,2,Married,6833,17089,1,1,80,0,6,6,5,0,1
1252,31,Research & Development,24,3,Medical,Female,Healthcare Representative,2,Single,6812,17198,1,1,80,0,10,10,9,1,8
1254,59,Sales,3,3,Life Sciences,Female,Sales Executive,2,Single,5171,16490,5,1,80,0,13,6,1,0,5
1255,43,Research & Development,3,3,Life Sciences,Male,Research Director,5,Married,19740,18625,3,1,80,1,25,8,7,0,7
1256,49,Research & Development,4,2,Medical,Male,Manager,5,Married,18711,12124,2,1,80,1,23,1,0,0,0
1257,36,Research & Development,3,3,Technical Degree,Male,Research Scientist,1,Married,3692,9256,1,1,80,0,12,11,10,0,7
1258,48,Research & Development,2,2,Technical Degree,Male,Laboratory Technician,1,Single,2559,16620,5,1,80,0,7,1,0,0,0
1259,27,Research & Development,4,2,Life Sciences,Male,Research Scientist,1,Divorced,2517,3208,1,1,80,3,5,5,3,0,3
1260,29,Research & Development,7,3,Life Sciences,Male,Healthcare Representative,2,Divorced,6623,4204,1,1,80,2,6,6,0,1,0
1263,48,Research & Development,1,3,Life Sciences,Male,Research Director,5,Single,18265,8733,6,1,80,0,25,1,0,0,0
1264,29,Research & Development,1,3,Life Sciences,Female,Research Director,4,Divorced,16124,3423,3,1,80,2,9,7,7,1,7
1265,34,Research & Development,20,3,Technical Degree,Female,Research Scientist,1,Married,2585,21643,0,1,80,0,2,1,0,0,0
1267,44,Sales,5,3,Marketing,Male,Manager,5,Married,18213,8751,7,1,80,1,26,22,9,3,10
1268,33,Sales,10,5,Marketing,Male,Sales Executive,3,Divorced,8380,21708,0,1,80,2,10,9,8,0,8
1269,19,Research & Development,25,3,Life Sciences,Female,Research Scientist,1,Single,2994,21221,1,1,80,0,1,1,0,0,1
1270,23,Research & Development,1,2,Life Sciences,Male,Research Scientist,1,Married,1223,16901,1,1,80,1,1,1,0,0,1
1273,25,Sales,24,1,Life Sciences,Male,Sales Representative,1,Single,1118,8040,1,1,80,0,1,1,0,1,0
1275,26,Research & Development,4,2,Life Sciences,Male,Research Scientist,1,Single,2875,9973,1,1,80,0,8,8,5,2,2
1277,45,Sales,2,3,Marketing,Female,Manager,5,Single,18824,2493,2,1,80,0,26,24,10,1,11
1278,55,Research & Development,8,1,Medical,Male,Healthcare Representative,4,Divorced,13577,25592,1,1,80,1,34,33,9,15,0
1279,21,Research & Development,10,2,Life Sciences,Female,Laboratory Technician,1,Single,2625,25308,1,1,80,0,2,2,2,2,2
1280,46,Sales,4,2,Marketing,Female,Manager,5,Married,18789,9946,2,1,80,1,26,11,4,0,8
1281,34,Sales,2,3,Marketing,Female,Sales Executive,2,Single,4538,6039,0,1,80,0,4,3,2,0,2
1282,51,Sales,9,3,Life Sciences,Male,Manager,5,Divorced,19847,19196,4,1,80,1,31,29,10,11,10
1283,59,Research & Development,18,4,Medical,Male,Manufacturing Director,3,Single,10512,20002,6,1,80,0,25,9,7,5,4
1285,34,Research & Development,19,3,Medical,Female,Laboratory Technician,2,Divorced,4444,22534,4,1,80,2,15,11,8,5,10
1286,28,Research & Development,1,4,Medical,Male,Laboratory Technician,1,Single,2154,6842,0,1,80,0,5,4,2,0,2
1288,44,Research & Development,4,2,Life Sciences,Male,Manager,5,Divorced,19190,17477,1,1,80,2,26,25,9,14,13
1289,34,Human Resources,11,3,Life Sciences,Male,Human Resources,2,Married,4490,21833,4,1,80,2,14,10,9,1,8
1291,35,Research & Development,6,1,Life Sciences,Male,Research Scientist,1,Married,3506,6020,0,1,80,0,4,3,2,2,2
1292,42,Research & Development,7,4,Medical,Female,Research Scientist,2,Married,2372,5628,6,1,80,0,18,1,0,0,0
1293,43,Sales,4,4,Marketing,Female,Sales Executive,3,Single,10231,20364,3,1,80,0,23,21,7,15,17
1294,36,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,2,Single,5410,2323,9,1,80,0,18,16,14,5,12
1295,44,Research & Development,15,3,Medical,Female,Healthcare Representative,3,Married,7978,14075,1,1,80,1,10,10,7,0,5
1296,28,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,1,Married,3867,14222,1,1,80,1,2,2,2,2,2
1297,51,Research & Development,6,2,Medical,Female,Laboratory Technician,1,Single,2838,4257,0,1,80,0,8,7,0,7,7
1298,30,Research & Development,9,2,Medical,Female,Manufacturing Director,2,Single,4695,12858,7,1,80,0,10,8,4,1,7
1299,29,Research & Development,7,3,Technical Degree,Female,Laboratory Technician,1,Divorced,3339,17285,3,1,80,2,10,7,7,7,7
1301,28,Research & Development,1,3,Technical Degree,Male,Research Scientist,1,Single,2080,4732,2,1,80,0,5,3,2,1,2
